statement,connective,pattern,label,conj_a,conj_b
The city of Torreon is in India and the city of Yaroslavl is in Russia.,and,FT,0,The city of Torreon is in India.,The city of Yaroslavl is in Russia.
The city of Korla is in Azerbaijan and the city of Mississauga is in India.,and,FF,0,The city of Korla is in Azerbaijan.,The city of Mississauga is in India.
The city of Abu Dhabi is in Oman and the city of Bhavnagar is in India.,and,FT,0,The city of Abu Dhabi is in Oman.,The city of Bhavnagar is in India.
The city of Cotonou is in China or the city of Dar es Salaam is in Italy.,or,FF,0,The city of Cotonou is in China.,The city of Dar es Salaam is in Italy.
The city of Jiamusi is in China and the city of Anyang-si is in South Korea.,and,TT,1,The city of Jiamusi is in China.,The city of Anyang-si is in South Korea.
The city of Abu Dhabi is in Oman and the city of Rizhao is in Iraq.,and,FF,0,The city of Abu Dhabi is in Oman.,The city of Rizhao is in Iraq.
The city of Nanning is in Japan and the city of Sulaymaniyah is in Turkey.,and,FF,0,The city of Nanning is in Japan.,The city of Sulaymaniyah is in Turkey.
The city of Ecatepec de Morelos is in Mexico or the city of Tiruchirappalli is in India.,or,TT,1,The city of Ecatepec de Morelos is in Mexico.,The city of Tiruchirappalli is in India.
The city of Sulaymaniyah is in Iraq and the city of Daqing is in Brazil.,and,TF,0,The city of Sulaymaniyah is in Iraq.,The city of Daqing is in Brazil.
The city of Malacca is in China and the city of Chennai is in India.,and,FT,0,The city of Malacca is in China.,The city of Chennai is in India.
The city of Nanchong is in Nigeria or the city of Bucaramanga is in Brazil.,or,FF,0,The city of Nanchong is in Nigeria.,The city of Bucaramanga is in Brazil.
The city of Xiaogan is in Ukraine or the city of Buraydah is in Saudi Arabia.,or,FT,1,The city of Xiaogan is in Ukraine.,The city of Buraydah is in Saudi Arabia.
The city of Irkutsk is in Russia or the city of Asuncion is in Paraguay.,or,TT,1,The city of Irkutsk is in Russia.,The city of Asuncion is in Paraguay.
The city of Serang is in Poland and the city of Petaling Jaya is in Malaysia.,and,FT,0,The city of Serang is in Poland.,The city of Petaling Jaya is in Malaysia.
The city of Xiamen is in Pakistan or the city of Shantou is in Pakistan.,or,FF,0,The city of Xiamen is in Pakistan.,The city of Shantou is in Pakistan.
The city of Sulaymaniyah is in Turkey or the city of Sanaa is in China.,or,FF,0,The city of Sulaymaniyah is in Turkey.,The city of Sanaa is in China.
The city of Karol Bagh is in India or the city of Guang'an is in China.,or,TT,1,The city of Karol Bagh is in India.,The city of Guang'an is in China.
The city of Kota Kinabalu is in Malaysia or the city of Macapa is in China.,or,TF,1,The city of Kota Kinabalu is in Malaysia.,The city of Macapa is in China.
The city of Jiangyin is in Bulgaria and the city of Meizhou is in China.,and,FT,0,The city of Jiangyin is in Bulgaria.,The city of Meizhou is in China.
The city of Curitiba is in India or the city of Rangpur is in Bangladesh.,or,FT,1,The city of Curitiba is in India.,The city of Rangpur is in Bangladesh.
The city of Luohe is in Brazil and the city of Abobo is in Côte d'Ivoire.,and,FT,0,The city of Luohe is in Brazil.,The city of Abobo is in Côte d'Ivoire.
The city of Lahore is in China and the city of Omsk is in Russia.,and,FT,0,The city of Lahore is in China.,The city of Omsk is in Russia.
The city of Xiamen is in China or the city of Rio de Janeiro is in Brazil.,or,TT,1,The city of Xiamen is in China.,The city of Rio de Janeiro is in Brazil.
The city of Kaifeng is in Mexico and the city of Ryazan' is in Russia.,and,FT,0,The city of Kaifeng is in Mexico.,The city of Ryazan' is in Russia.
The city of Ranchi is in Venezuela or the city of Nanning is in Japan.,or,FF,0,The city of Ranchi is in Venezuela.,The city of Nanning is in Japan.
The city of Tebessa is in India and the city of Matola is in Mozambique.,and,FT,0,The city of Tebessa is in India.,The city of Matola is in Mozambique.
The city of Sevastopol is in Pakistan or the city of Homyel' is in Belarus.,or,FT,1,The city of Sevastopol is in Pakistan.,The city of Homyel' is in Belarus.
The city of Serang is in Poland and the city of Kampala is in Turkey.,and,FF,0,The city of Serang is in Poland.,The city of Kampala is in Turkey.
The city of Oklahoma City is in China or the city of Ta'if is in Saudi Arabia.,or,FT,1,The city of Oklahoma City is in China.,The city of Ta'if is in Saudi Arabia.
The city of Xuzhou is in China or the city of Cankaya is in the United States.,or,TF,1,The city of Xuzhou is in China.,The city of Cankaya is in the United States.
The city of Kota Kinabalu is in the United States and the city of Multan is in Pakistan.,and,FT,0,The city of Kota Kinabalu is in the United States.,The city of Multan is in Pakistan.
The city of Pietermaritzburg is in South Africa or the city of Cixi is in China.,or,TT,1,The city of Pietermaritzburg is in South Africa.,The city of Cixi is in China.
The city of Riga is in Japan or the city of Madinat an Nasr is in India.,or,FF,0,The city of Riga is in Japan.,The city of Madinat an Nasr is in India.
The city of Ouagadougou is in Burkina Faso or the city of Chizhou is in China.,or,TT,1,The city of Ouagadougou is in Burkina Faso.,The city of Chizhou is in China.
The city of Kampala is in Turkey or the city of Tianjin is in Bangladesh.,or,FF,0,The city of Kampala is in Turkey.,The city of Tianjin is in Bangladesh.
The city of San Luis Potosi is in Mexico and the city of Maoming is in China.,and,TT,1,The city of San Luis Potosi is in Mexico.,The city of Maoming is in China.
The city of Penza is in China and the city of Irkutsk is in Russia.,and,FT,0,The city of Penza is in China.,The city of Irkutsk is in Russia.
The city of Yingkou is in the Philippines or the city of Shangyu is in the United Arab Emirates.,or,FF,0,The city of Yingkou is in the Philippines.,The city of Shangyu is in the United Arab Emirates.
The city of Minsk is in South Korea or the city of Fortaleza is in Brazil.,or,FT,1,The city of Minsk is in South Korea.,The city of Fortaleza is in Brazil.
The city of Najafgarh is in India and the city of Chongqing is in China.,and,TT,1,The city of Najafgarh is in India.,The city of Chongqing is in China.
The city of Tegucigalpa is in China and the city of Benxi is in China.,and,FT,0,The city of Tegucigalpa is in China.,The city of Benxi is in China.
The city of Abuja is in Nigeria or the city of Nanchong is in Nigeria.,or,TF,1,The city of Abuja is in Nigeria.,The city of Nanchong is in Nigeria.
The city of Rahim Yar Khan is in Pakistan or the city of Joao Pessoa is in Brazil.,or,TT,1,The city of Rahim Yar Khan is in Pakistan.,The city of Joao Pessoa is in Brazil.
The city of Madurai is in Burundi or the city of Sapporo is in Mexico.,or,FF,0,The city of Madurai is in Burundi.,The city of Sapporo is in Mexico.
The city of Kayseri is in Turkey and the city of Guiyang is in China.,and,TT,1,The city of Kayseri is in Turkey.,The city of Guiyang is in China.
The city of Davao is in Brazil or the city of Juiz de Fora is in Brazil.,or,FT,1,The city of Davao is in Brazil.,The city of Juiz de Fora is in Brazil.
The city of Makassar is in Indonesia and the city of Algiers is in China.,and,TF,0,The city of Makassar is in Indonesia.,The city of Algiers is in China.
The city of Khulna is in Bangladesh or the city of Ajmer is in India.,or,TT,1,The city of Khulna is in Bangladesh.,The city of Ajmer is in India.
The city of Chizhou is in China and the city of Kahriz is in Uzbekistan.,and,TF,0,The city of Chizhou is in China.,The city of Kahriz is in Uzbekistan.
The city of Suwon is in Russia or the city of Jabalpur is in India.,or,FT,1,The city of Suwon is in Russia.,The city of Jabalpur is in India.
The city of Panzhihua is in China and the city of Bamako is in India.,and,TF,0,The city of Panzhihua is in China.,The city of Bamako is in India.
The city of Guangzhou is in India and the city of Jinan is in China.,and,FT,0,The city of Guangzhou is in India.,The city of Jinan is in China.
The city of Zhuzhou is in China and the city of Guwahati is in China.,and,TF,0,The city of Zhuzhou is in China.,The city of Guwahati is in China.
The city of Buraydah is in Rwanda or the city of Yaounde is in China.,or,FF,0,The city of Buraydah is in Rwanda.,The city of Yaounde is in China.
The city of Samarkand is in Uzbekistan and the city of Shangyu is in the United Arab Emirates.,and,TF,0,The city of Samarkand is in Uzbekistan.,The city of Shangyu is in the United Arab Emirates.
The city of Marseille is in France or the city of Erzurum is in the Democratic Republic of the Congo.,or,TF,1,The city of Marseille is in France.,The city of Erzurum is in the Democratic Republic of the Congo.
The city of Shaoxing is in the Philippines and the city of Yangjiang is in China.,and,FT,0,The city of Shaoxing is in the Philippines.,The city of Yangjiang is in China.
The city of Laibin is in Ethiopia and the city of Lome is in Togo.,and,FT,0,The city of Laibin is in Ethiopia.,The city of Lome is in Togo.
The city of Zhumadian is in China and the city of Lyon is in Canada.,and,TF,0,The city of Zhumadian is in China.,The city of Lyon is in Canada.
The city of Caracas is in Sudan and the city of Hannover is in Germany.,and,FT,0,The city of Caracas is in Sudan.,The city of Hannover is in Germany.
The city of Gujranwala is in Pakistan and the city of Tangier is in Ecuador.,and,TF,0,The city of Gujranwala is in Pakistan.,The city of Tangier is in Ecuador.
The city of Ha'il is in China or the city of Fort Worth is in the United States.,or,FT,1,The city of Ha'il is in China.,The city of Fort Worth is in the United States.
The city of Bhilai is in India and the city of Winnipeg is in Mexico.,and,TF,0,The city of Bhilai is in India.,The city of Winnipeg is in Mexico.
The city of Uberlandia is in India or the city of Kandahar is in Afghanistan.,or,FT,1,The city of Uberlandia is in India.,The city of Kandahar is in Afghanistan.
The city of Ciudad Guayana is in Venezuela or the city of Rostov-na-Donu is in the United Arab Emirates.,or,TF,1,The city of Ciudad Guayana is in Venezuela.,The city of Rostov-na-Donu is in the United Arab Emirates.
The city of Kisangani is in the Democratic Republic of the Congo and the city of Bauchi is in Nigeria.,and,TT,1,The city of Kisangani is in the Democratic Republic of the Congo.,The city of Bauchi is in Nigeria.
The city of Bareilly is in Mozambique and the city of Hamadan is in Iran.,and,FT,0,The city of Bareilly is in Mozambique.,The city of Hamadan is in Iran.
The city of Haiphong is in Vietnam and the city of Bulawayo is in Zimbabwe.,and,TT,1,The city of Haiphong is in Vietnam.,The city of Bulawayo is in Zimbabwe.
The city of Palembang is in Indonesia or the city of Rangpur is in Bangladesh.,or,TT,1,The city of Palembang is in Indonesia.,The city of Rangpur is in Bangladesh.
The city of Bouake is in China and the city of Zaporizhzhya is in Ukraine.,and,FT,0,The city of Bouake is in China.,The city of Zaporizhzhya is in Ukraine.
The city of Izmir is in Turkey or the city of Tashkent is in Uzbekistan.,or,TT,1,The city of Izmir is in Turkey.,The city of Tashkent is in Uzbekistan.
The city of Maceio is in China or the city of Chattogram is in Bangladesh.,or,FT,1,The city of Maceio is in China.,The city of Chattogram is in Bangladesh.
The city of Ma'anshan is in India or the city of Guankou is in Pakistan.,or,FF,0,The city of Ma'anshan is in India.,The city of Guankou is in Pakistan.
The city of Daqing is in China and the city of Tijuana is in Mexico.,and,TT,1,The city of Daqing is in China.,The city of Tijuana is in Mexico.
The city of Oyo is in Nigeria or the city of Minsk is in South Korea.,or,TF,1,The city of Oyo is in Nigeria.,The city of Minsk is in South Korea.
The city of Jalandhar is in Iraq or the city of Gold Coast is in China.,or,FF,0,The city of Jalandhar is in Iraq.,The city of Gold Coast is in China.
The city of San Miguel de Tucuman is in China and the city of Thiruvananthapuram is in India.,and,FT,0,The city of San Miguel de Tucuman is in China.,The city of Thiruvananthapuram is in India.
The city of Islamabad is in Japan or the city of Iztapalapa is in Mexico.,or,FT,1,The city of Islamabad is in Japan.,The city of Iztapalapa is in Mexico.
The city of Palembang is in Indonesia or the city of Moradabad is in India.,or,TT,1,The city of Palembang is in Indonesia.,The city of Moradabad is in India.
The city of Albuquerque is in the United States and the city of Asmara is in Indonesia.,and,TF,0,The city of Albuquerque is in the United States.,The city of Asmara is in Indonesia.
The city of Kano is in Nigeria and the city of Chaozhou is in South Korea.,and,TF,0,The city of Kano is in Nigeria.,The city of Chaozhou is in South Korea.
The city of Cheonan is in Myanmar and the city of Shenyang is in China.,and,FT,0,The city of Cheonan is in Myanmar.,The city of Shenyang is in China.
The city of Reynosa is in Mexico or the city of Fukuoka is in Japan.,or,TT,1,The city of Reynosa is in Mexico.,The city of Fukuoka is in Japan.
The city of Al Ain City is in India or the city of Guatemala City is in Guatemala.,or,FT,1,The city of Al Ain City is in India.,The city of Guatemala City is in Guatemala.
The city of Zagreb is in Japan or the city of Nay Pyi Taw is in Mozambique.,or,FF,0,The city of Zagreb is in Japan.,The city of Nay Pyi Taw is in Mozambique.
